,05/01/2020,12/01/2020,19/01/2020,26/01/2020,02/02/2020,09/02/2020,16/02/2020,23/02/2020,01/03/2020,08/03/2020,15/03/2020,22/03/2020,29/03/2020,05/04/2020,12/04/2020,19/04/2020,26/04/2020,03/05/2020,10/05/2020,17/05/2020,24/05/2020,31/05/2020,07/06/2020,14/06/2020,21/06/2020,28/06/2020,05/07/2020,12/07/2020,19/07/2020,26/07/2020,02/08/2020,09/08/2020,16/08/2020,23/08/2020,30/08/2020,06/09/2020,13/09/2020,20/09/2020,27/09/2020,04/10/2020,11/10/2020,18/10/2020,25/10/2020,01/11/2020,08/11/2020,15/11/2020,22/11/2020,29/11/2020,06/12/2020,13/12/2020,20/12/2020,27/12/2020,03/01/2021,10/01/2021,17/01/2021,24/01/2021,31/01/2021,07/02/2021,14/02/2021,21/02/2021,28/02/2021,07/03/2021,14/03/2021,21/03/2021,28/03/2021,04/04/2021,11/04/2021,18/04/2021,25/04/2021,02/05/2021,09/05/2021,16/05/2021,23/05/2021,30/05/2021,06/06/2021,13/06/2021,20/06/2021,27/06/2021,04/07/2021,11/07/2021,18/07/2021,25/07/2021,01/08/2021,08/08/2021,15/08/2021,22/08/2021,29/08/2021,05/09/2021,12/09/2021,19/09/2021,26/09/2021,03/10/2021,10/10/2021,17/10/2021,24/10/2021,31/10/2021,07/11/2021,14/11/2021,21/11/2021,28/11/2021,05/12/2021,12/12/2021,19/12/2021,26/12/2021,02/01/2022,09/01/2022,16/01/2022,23/01/2022,30/01/2022
AT122,,,,,,,,,0,0,0,1,2,1,5,2,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,8,21,14,14,18,12,11,10,7,12,14,23,14,8,8,4,3,8,7,11,14,6,15,14,6,6,4,7,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,5,2,5,6,6,11,3,,,,,,,,,
AT123,,,,,,,,,0,0,0,2,4,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,5,5,10,10,15,16,24,7,6,4,5,1,5,2,2,3,3,4,3,8,6,3,12,2,4,3,1,3,2,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,1,2,0,1,3,3,6,2,13,0,,,,,,,,,
AT124,,,,,,,,,0,0,0,2,1,3,7,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,4,6,9,15,14,20,9,10,4,4,3,3,2,6,4,4,3,7,4,3,4,4,6,5,1,6,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,1,0,3,1,,,,,,,,,
AT125,,,,,,,,,0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,4,9,10,5,2,3,2,0,0,2,2,2,1,2,8,7,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,
AT126,,,,,,,,,0,0,0,1,3,1,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,12,5,11,12,8,4,8,7,3,9,8,18,10,12,10,9,6,4,8,5,3,3,5,7,1,0,2,2,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,1,2,4,1,0,,,,,,,,,
AT127,,,,,,,,,0,0,0,0,2,2,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,0,3,3,10,18,12,14,20,15,25,19,16,30,14,9,10,7,6,5,9,6,9,2,9,9,10,9,5,4,2,1,3,5,0,1,0,1,2,0,2,0,0,3,0,0,1,2,1,0,1,2,1,0,6,2,7,5,10,8,,,,,,,,,
AT130,,,,,,,,,0,0,3,8,26,28,37,28,24,14,12,2,4,2,3,7,10,6,0,1,2,2,0,0,3,1,1,3,7,6,11,15,13,23,28,43,47,69,97,91,112,110,106,84,70,80,85,96,84,73,47,41,41,30,47,46,65,64,66,67,62,57,40,32,21,17,14,3,2,3,3,0,1,1,2,4,1,3,2,15,8,18,27,14,14,13,14,15,34,39,37,25,,,,,,,,,
AT211,,,,,,,,,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,24,20,33,38,32,29,30,25,15,14,9,5,4,4,4,4,4,8,3,2,2,3,7,6,4,3,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,1,2,3,2,1,0,3,8,11,4,,,,,,,,,
AT212,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,7,10,16,11,15,6,11,10,12,15,10,18,6,1,4,5,4,4,4,5,3,5,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,6,4,2,,,,,,,,,
AT213,,,,,,,,,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,24,28,38,19,24,12,8,6,16,2,5,2,0,0,0,0,3,2,3,2,4,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,4,1,0,3,4,9,6,,,,,,,,,
AT221,,,,,,,,,0,0,0,1,7,15,13,17,11,5,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,6,0,4,4,7,12,18,38,22,44,45,43,33,32,17,10,13,12,11,11,7,5,9,6,0,7,8,6,4,9,7,13,7,6,2,3,1,1,2,1,0,0,0,2,0,1,0,0,3,3,5,2,1,3,2,4,3,3,6,9,10,5,,,,,,,,,
AT222,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,8,13,12,9,7,3,7,4,5,3,3,2,2,0,1,1,1,2,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,2,6,4,0,,,,,,,,,
AT223,,,,,,,,,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,6,7,13,15,31,33,33,28,33,14,17,14,10,5,10,3,8,10,7,5,5,5,8,5,6,6,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,1,1,1,7,5,3,,,,,,,,,
AT224,,,,,,,,,0,0,0,5,9,10,12,6,2,4,1,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,14,16,26,32,39,35,45,38,30,13,9,14,8,11,10,13,11,10,8,10,8,5,5,3,5,8,5,0,4,1,0,1,0,1,0,1,0,0,0,0,0,2,1,0,1,1,2,3,1,1,7,4,5,9,8,9,6,,,,,,,,,
AT225,,,,,,,,,0,0,0,0,3,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,2,8,13,14,20,23,26,25,21,19,14,11,11,13,7,6,11,7,1,4,0,7,1,5,10,8,9,12,11,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,3,2,0,5,4,,,,,,,,,
AT226,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,6,14,22,20,25,15,15,7,6,9,3,8,3,3,1,1,3,2,4,2,2,5,4,3,3,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,3,2,6,5,5,,,,,,,,,
AT311,,,,,,,,,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,8,22,18,28,26,34,39,15,23,17,14,6,10,5,5,3,4,0,1,6,7,5,17,7,9,2,5,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,4,2,3,2,5,19,12,8,,,,,,,,,
AT312,,,,,,,,,0,0,0,2,3,8,7,4,3,2,1,2,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,1,1,2,3,9,20,22,42,56,49,55,43,40,34,21,12,15,17,10,4,5,2,5,5,4,7,5,12,5,6,3,6,3,3,1,2,0,2,2,0,0,0,0,0,0,0,1,0,4,2,6,9,4,7,7,5,8,10,8,23,13,4,,,,,,,,,
AT313,,,,,,,,,0,0,0,0,0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,16,33,38,22,23,16,12,13,12,7,10,4,2,5,4,6,0,1,2,3,4,3,1,5,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,2,5,10,8,5,,,,,,,,,
AT314,,,,,,,,,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,8,11,10,25,19,8,14,10,5,12,8,3,4,1,1,0,0,0,0,2,4,1,2,2,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,2,3,4,2,5,5,9,4,,,,,,,,,
AT315,,,,,,,,,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,8,18,16,20,18,21,24,21,27,13,10,3,8,3,3,1,2,5,3,5,2,6,3,6,3,2,4,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,1,0,1,2,1,1,20,10,8,,,,,,,,,
AT321,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,5,5,7,2,2,2,0,1,1,2,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,,,,,,,,,
AT322,,,,,,,,,0,0,0,0,5,7,4,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,13,25,16,26,21,7,4,10,9,7,2,4,4,6,3,3,5,5,1,4,4,1,3,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,0,0,4,2,2,,,,,,,,,
AT323,,,,,,,,,0,0,0,0,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,3,5,10,12,19,15,29,20,10,22,16,14,11,14,20,10,11,7,4,4,5,7,8,3,2,7,8,2,3,6,1,0,1,1,1,2,0,0,1,1,0,0,1,1,2,0,1,2,3,1,6,4,4,5,6,15,21,8,,,,,,,,,
AT331,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,,,,,,
AT332,,,,,,,,,0,0,0,1,3,7,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,4,12,22,18,27,25,11,17,16,8,4,5,4,4,5,0,4,5,1,3,0,1,1,2,4,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,8,4,1,0,2,0,3,2,1,8,2,,,,,,,,,
AT333,,,,,,,,,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,3,2,3,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,,,,,,,,,
AT334,,,,,,,,,0,0,0,3,6,4,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,4,6,5,6,6,1,1,2,5,4,1,2,0,1,0,0,0,4,1,0,4,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,,,,,,,,,
AT335,,,,,,,,,0,0,0,0,7,13,22,10,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,16,30,34,28,24,15,11,5,10,6,9,8,6,4,6,6,3,1,0,2,3,4,6,2,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,3,2,0,0,0,2,4,,,,,,,,,
AT341,,,,,,,,,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,6,7,5,5,1,1,1,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,,,,,,,,,
AT342,,,,,,,,,0,0,0,0,1,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,2,7,19,16,22,25,30,20,12,13,12,6,7,3,5,3,0,1,5,3,3,3,0,1,3,1,3,3,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,4,1,1,1,4,2,0,4,7,11,11,,,,,,,,,
ES111,0,0,0,0,0,0,0,0,0,0,0,11,35,65,62,48,38,23,12,4,4,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,7,6,7,12,8,14,20,27,28,25,24,16,15,8,18,22,19,42,60,90,97,67,37,36,17,13,10,6,9,8,4,3,1,2,4,1,1,3,1,4,2,0,3,2,3,6,6,11,9,10,10,9,6,3,2,3,3,0,,,,,,,,,,,,,,
ES112,0,0,0,0,0,0,0,0,0,0,0,1,9,9,6,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,14,13,18,6,2,1,1,0,7,6,9,6,10,10,5,3,2,1,4,10,9,13,8,11,3,6,2,2,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,3,4,5,3,2,3,6,3,4,2,0,1,0,,,,,,,,,,,,,,
ES113,0,0,0,0,0,0,0,0,0,0,0,2,8,40,31,15,14,11,5,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,5,4,3,12,10,25,31,18,15,14,17,5,4,8,4,1,1,4,7,12,21,28,12,8,8,1,0,4,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,3,5,3,4,2,0,1,1,1,0,0,0,,,,,,,,,,,,,,
ES114,0,0,0,0,0,0,0,0,0,0,2,4,16,51,37,22,11,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,3,4,8,5,17,21,22,33,24,24,21,11,10,15,12,22,37,39,36,31,20,15,6,9,4,8,11,4,1,4,7,0,7,3,3,6,2,0,0,0,0,0,3,10,10,9,9,5,7,3,2,3,2,0,2,0,,,,,,,,,,,,,,
ES120,0,0,0,0,0,0,0,0,0,0,1,20,37,34,65,43,49,26,14,15,8,10,8,3,3,0,3,0,0,0,0,0,0,1,0,2,3,2,3,6,7,15,43,60,122,145,133,164,114,93,64,39,33,25,30,69,65,69,65,53,51,29,22,19,23,17,17,10,11,5,7,6,6,1,4,0,3,1,1,2,3,6,11,13,7,10,4,5,2,4,2,2,3,0,3,,,,,,,,,,,,,,
ES130,0,0,0,0,0,0,0,0,0,0,0,8,26,55,41,36,26,10,4,4,1,0,0,0,1,0,0,0,0,0,0,1,2,1,2,3,2,5,3,3,2,6,1,10,16,23,13,17,23,19,24,9,17,6,11,24,27,15,8,7,6,13,6,2,3,2,4,6,2,2,3,1,2,2,0,1,2,0,1,1,1,1,5,4,2,9,6,2,1,1,4,1,0,1,0,,,,,,,,,,,,,,
ES211,0,0,0,0,0,0,0,0,0,2,24,52,67,80,62,36,13,6,6,5,7,3,0,1,0,0,1,0,1,0,1,2,0,5,10,5,12,8,12,13,11,5,5,7,11,10,15,12,12,11,16,12,12,13,5,12,10,20,18,11,11,9,4,2,9,1,6,4,4,4,5,2,4,5,2,1,3,2,0,0,1,4,2,1,3,6,5,3,6,3,1,0,1,1,1,,,,,,,,,,,,,,
ES212,0,0,0,0,0,0,0,0,0,0,5,13,34,57,77,57,18,15,10,2,8,2,7,1,0,0,0,1,0,0,1,0,1,4,7,7,10,29,12,10,16,24,20,25,48,61,63,52,40,37,36,27,35,32,24,32,30,31,31,25,18,6,16,5,12,7,10,17,21,22,12,14,12,10,9,6,2,7,4,1,3,5,5,6,14,10,5,9,12,6,9,5,7,4,4,,,,,,,,,,,,,,
ES213,0,0,0,0,0,0,0,0,0,2,3,44,109,169,159,120,79,63,41,28,22,19,18,8,1,3,2,0,1,0,2,4,6,13,24,40,35,48,32,23,19,27,25,27,36,47,46,44,52,64,47,46,37,41,62,86,71,79,56,49,45,32,28,22,29,32,38,34,39,22,27,24,17,18,18,13,8,10,8,7,8,14,20,15,23,26,28,19,30,21,24,11,8,15,8,,,,,,,,,,,,,,
ES220,0,0,0,0,0,0,0,0,0,0,3,32,117,135,145,110,60,41,33,17,7,5,3,3,3,0,0,0,1,0,0,1,4,1,1,6,11,14,17,22,29,37,44,47,58,49,71,44,36,18,23,15,17,11,25,23,38,32,24,22,5,8,9,6,6,3,13,7,15,13,7,5,1,5,4,1,2,0,0,0,0,4,5,8,10,12,12,6,3,11,5,1,1,6,0,,,,,,,,,,,,,,
ES230,0,0,0,0,0,0,0,0,0,0,4,27,55,82,69,60,28,10,13,5,9,1,2,0,0,3,1,0,0,0,0,0,0,2,3,6,7,17,12,12,5,8,15,17,21,20,15,20,19,6,4,9,3,6,16,16,27,28,26,11,6,4,6,4,4,4,3,5,1,3,3,6,2,0,3,1,0,3,0,0,0,4,12,8,7,4,5,2,1,1,1,0,0,0,0,,,,,,,,,,,,,,
ES241,0,0,0,0,0,0,0,0,0,0,0,1,15,32,23,9,11,3,3,1,2,0,1,0,0,1,3,2,0,0,3,5,7,13,4,3,9,4,5,2,1,10,11,20,35,47,34,20,17,9,6,11,3,4,11,10,11,14,6,6,2,4,1,4,5,3,6,3,2,1,2,2,0,0,0,0,0,0,0,0,1,6,13,12,20,12,2,0,5,6,3,5,5,2,1,,,,,,,,,,,,,,
ES242,0,0,0,0,0,0,0,0,0,0,0,4,13,17,33,15,5,6,4,1,2,2,2,1,1,0,0,0,0,0,4,9,3,6,0,2,7,6,15,6,8,2,6,12,25,26,20,20,10,10,4,11,4,10,7,12,10,11,8,17,4,5,2,5,1,4,0,1,2,0,0,0,0,0,5,2,0,0,1,0,0,0,3,2,1,2,1,1,1,0,4,3,1,2,0,,,,,,,,,,,,,,
ES243,0,0,0,0,0,0,0,0,0,2,8,28,80,138,145,108,79,41,36,21,3,9,5,2,1,0,0,0,1,8,20,44,51,63,30,35,44,36,44,29,33,28,61,64,116,110,95,83,47,60,40,32,40,41,45,63,85,81,65,46,41,23,22,22,12,16,25,15,16,18,17,23,14,5,10,9,6,4,2,6,5,11,11,26,12,19,15,14,18,10,14,7,8,11,7,,,,,,,,,,,,,,
ES300,0,0,0,0,0,0,0,0,0,15,290,1174,2008,1527,1087,817,567,338,263,162,141,116,97,69,46,27,7,1,3,4,6,13,45,64,89,123,168,222,268,270,249,193,223,214,206,188,136,104,96,93,98,110,109,178,221,354,403,312,284,242,177,146,128,108,91,103,114,110,117,91,90,59,71,43,38,20,21,16,13,4,11,15,49,67,93,89,89,83,47,45,20,25,16,13,4,,,,,,,,,,,,,,
ES411,0,0,0,0,0,0,0,0,0,0,0,14,41,36,37,26,19,13,9,6,4,4,4,2,1,1,3,0,0,0,0,0,0,0,11,5,5,7,7,4,7,6,3,6,11,8,8,10,5,4,2,2,3,1,7,9,11,14,23,14,7,5,5,5,2,1,0,2,0,0,1,0,2,2,2,0,0,2,0,1,0,1,0,2,1,2,11,2,7,2,0,0,2,0,1,,,,,,,,,,,,,,
ES412,0,0,0,0,0,0,0,0,0,0,4,16,38,53,34,38,27,30,10,5,2,7,5,7,7,3,3,0,0,0,0,0,0,3,3,5,7,14,6,17,4,11,12,16,28,44,50,42,41,41,22,12,13,10,7,9,13,16,8,5,7,7,8,12,8,7,6,4,3,4,3,4,4,1,2,1,1,0,0,2,2,8,12,11,13,8,7,9,9,4,2,0,1,1,0,,,,,,,,,,,,,,
ES413,0,0,0,0,0,0,0,0,0,0,2,22,72,92,68,56,41,32,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,7,6,25,41,41,35,32,42,43,19,21,17,14,14,3,8,6,22,22,23,19,9,12,8,6,4,4,0,3,4,6,3,1,3,1,0,3,0,1,3,0,2,1,4,6,5,3,2,3,2,1,1,1,1,2,0,0,,,,,,,,,,,,,,
ES414,0,0,0,0,0,0,0,0,0,0,0,0,20,26,15,18,12,5,6,3,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,4,1,3,5,3,11,6,13,24,22,23,17,14,19,21,13,18,12,18,20,17,27,24,20,16,8,9,8,5,3,5,5,4,4,2,3,2,3,1,2,0,1,3,1,0,0,7,11,12,11,7,2,0,4,3,0,1,0,0,0,,,,,,,,,,,,,,
ES415,0,0,0,0,0,0,0,0,0,0,3,24,89,115,72,46,44,30,34,17,11,12,8,6,3,1,0,1,1,0,0,2,1,3,2,6,6,7,8,15,15,7,20,22,28,18,22,19,9,5,6,10,3,5,10,21,46,43,40,15,16,7,4,4,3,8,4,3,1,2,1,1,1,1,0,2,0,0,0,0,3,1,2,3,2,3,2,7,3,7,0,3,1,1,1,,,,,,,,,,,,,,
ES416,0,0,0,0,0,0,0,0,0,0,3,34,81,88,81,42,30,10,8,5,4,8,2,2,3,0,1,2,1,1,0,1,0,1,4,0,0,2,1,5,2,6,3,4,6,5,9,9,4,7,1,2,1,5,10,28,29,17,15,8,2,1,2,3,4,2,2,4,0,4,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ES417,0,0,0,0,0,0,0,0,0,0,0,17,42,40,42,19,17,14,12,3,2,5,4,2,4,1,0,0,0,0,0,0,1,0,1,0,1,0,3,3,4,3,4,3,9,7,5,4,8,6,3,5,1,1,3,13,20,21,13,12,12,10,9,7,2,3,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,
ES418,0,0,0,0,0,0,0,0,0,0,0,15,65,83,108,83,60,40,23,12,13,12,7,7,11,3,1,2,0,0,1,1,3,2,7,7,11,10,22,29,38,31,42,37,59,79,61,38,44,19,25,17,10,23,23,35,43,41,37,22,30,19,15,13,13,10,14,9,10,9,10,7,1,0,2,6,3,2,4,0,1,5,4,12,8,10,15,11,12,11,7,1,1,6,2,,,,,,,,,,,,,,
ES419,0,0,0,0,0,0,0,0,0,0,0,3,17,21,28,27,17,8,6,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,4,1,7,9,14,16,10,9,17,20,31,27,27,34,22,8,18,10,7,4,8,10,16,20,7,4,6,4,2,0,1,2,0,1,4,2,3,1,1,1,3,0,0,1,0,0,0,1,0,4,6,6,5,3,1,3,3,0,0,0,1,,,,,,,,,,,,,,
ES421,0,0,0,0,0,0,0,0,0,0,10,52,104,120,64,57,39,24,22,10,8,6,3,2,0,2,1,1,1,0,0,0,1,0,3,7,2,5,3,4,4,3,3,9,11,11,17,12,9,13,10,8,12,16,16,28,33,24,15,10,6,3,3,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,6,5,1,0,1,1,0,1,0,,,,,,,,,,,,,,
ES422,0,0,0,0,0,0,0,0,0,1,9,89,252,231,191,125,76,41,35,25,13,15,4,1,0,0,0,1,0,0,0,3,3,1,6,5,9,19,25,18,9,7,9,3,11,14,12,17,7,7,14,13,15,32,54,75,71,52,25,20,7,12,4,5,6,3,4,5,6,4,2,6,5,5,1,0,0,1,1,0,1,1,2,4,9,11,13,2,6,3,2,3,2,3,1,,,,,,,,,,,,,,
ES423,0,0,0,0,0,0,0,0,0,0,3,26,61,58,52,41,23,19,11,6,3,2,1,2,1,0,0,0,0,0,1,1,2,0,1,0,1,2,4,12,11,9,7,7,6,8,12,10,5,5,7,4,2,6,18,20,33,38,13,5,6,5,1,1,1,0,0,0,4,1,1,1,0,0,0,1,1,0,1,1,0,1,1,4,2,1,5,2,5,4,3,1,0,0,0,,,,,,,,,,,,,,
ES424,0,0,0,0,0,0,0,0,0,0,1,26,71,33,22,34,30,14,12,6,4,0,1,2,2,2,1,0,4,1,2,0,0,3,2,0,3,6,5,5,14,12,11,13,12,10,16,14,15,13,12,12,16,9,12,13,14,34,21,14,13,5,5,6,5,2,4,7,9,4,4,1,0,4,1,2,0,0,0,1,0,0,2,7,1,7,4,7,2,3,0,0,1,0,0,,,,,,,,,,,,,,
ES425,0,0,0,0,0,0,0,0,0,0,9,49,168,151,117,105,53,41,31,14,24,2,5,2,2,1,5,3,1,2,2,2,1,2,2,6,28,33,19,30,39,42,43,85,86,65,72,33,37,57,34,28,33,34,68,117,98,103,76,34,27,16,9,11,12,10,13,27,19,20,24,22,11,10,10,8,7,5,1,2,2,2,4,11,20,9,17,15,13,9,11,6,3,3,1,,,,,,,,,,,,,,
ES431,0,0,0,0,0,0,0,0,0,0,0,0,18,15,24,14,7,5,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,3,1,3,6,8,17,24,18,13,21,43,38,38,28,27,21,9,4,13,16,46,54,89,97,87,44,12,12,4,2,3,0,2,4,9,6,2,1,0,2,1,0,0,2,0,0,1,1,5,3,6,3,6,5,9,5,11,2,3,2,1,0,,,,,,,,,,,,,,
ES432,0,0,0,0,0,0,0,0,0,0,2,22,88,106,64,39,39,18,21,12,5,4,2,1,0,0,0,0,0,0,1,0,1,0,0,2,1,8,13,9,11,9,10,10,23,14,21,23,19,13,11,12,16,22,33,37,35,24,16,9,10,5,3,1,2,3,1,4,1,3,2,2,0,2,0,0,0,0,0,0,1,1,2,3,10,13,24,16,19,16,6,7,2,0,1,,,,,,,,,,,,,,
ES511,0,0,0,0,0,0,0,0,0,2,42,354,1047,1111,921,742,491,369,212,109,68,50,32,19,12,5,6,4,2,13,25,24,38,40,59,55,44,51,39,64,61,89,142,253,340,295,251,204,176,149,131,153,227,233,299,371,385,283,211,184,145,134,99,66,70,86,101,85,66,62,65,35,23,17,9,7,10,5,8,12,42,95,111,106,108,85,64,36,36,24,19,12,5,6,4,,,,,,,,,,,,,,
ES512,0,0,0,0,0,0,0,0,0,0,0,21,74,84,85,62,47,42,28,13,12,7,1,5,2,1,2,1,0,1,1,2,3,5,1,2,5,8,14,12,7,13,17,43,46,50,39,38,45,38,27,43,41,42,51,48,46,49,37,25,25,20,18,19,10,16,14,12,17,12,13,3,3,0,6,2,2,2,3,1,2,15,11,6,17,14,5,7,9,2,3,1,3,0,1,,,,,,,,,,,,,,
